iter	Passed	Remaining
680	1981	928
681	1982	924
682	1983	920
683	1984	916
684	1986	913
685	1987	909
686	1988	906
687	1990	902
688	1991	898
689	1992	895
690	1993	891
691	1994	887
692	1995	884
693	2006	884
694	2008	881
695	2009	877
696	2010	874
697	2012	870
698	2013	867
699	2014	863
700	2015	859
701	2017	856
702	2018	852
703	2019	849
704	2021	845
705	2022	842
706	2023	838
707	2024	835
708	2035	835
709	2036	831
710	2038	828
711	2039	824
712	2040	821
713	2042	818
714	2043	814
715	2044	811
716	2045	807
717	2056	807
718	2057	804
719	2058	800
720	2060	797
721	2061	793
722	2062	790
723	2064	786
724	2065	783
725	2066	779
726	2067	776
727	2068	772
728	2069	769
729	2071	765
730	2072	762
731	2073	759
732	2074	755
733	2076	752
734	2077	749
735	2078	745
736	2080	742
737	2081	738
738	2082	735
739	2084	732
740	2085	728
741	2086	725
742	2087	721
743	2108	725
744	2119	725
745	2120	722
746	2121	718
747	2123	715
748	2124	711
749	2125	708
750	2127	705
751	2128	701
752	2129	698
753	2130	695
754	2132	691
755	2133	688
756	2134	685
757	2135	681
758	2137	678
759	2148	678
760	2149	675
761	2151	671
762	2152	668
763	2153	665
764	2154	661
765	2156	658
766	2157	655
767	2158	652
768	2169	651
769	2171	648
770	2172	645
771	2173	641
772	2174	638
773	2176	635
774	2177	632
775	2188	631
776	2199	631
777	2200	627
778	2202	624
779	2203	621
780	2204	618
781	2206	614
782	2207	611
783	2218	611
784	2229	610
785	2230	607
786	2231	603
787	2232	600
788	2234	597
789	2235	594
790	2236	590
791	2237	587
792	2238	584
793	2240	581
794	2241	577
795	2242	574
796	2243	571
797	2245	568
798	2246	565
799	2247	561
800	2248	558
801	2249	555
802	2250	552
803	2252	549
804	2253	545
805	2254	542
806	2255	539
807	2256	536
808	2258	533
809	2259	529
810	2260	526
811	2261	523
812	2262	520
813	2264	517
814	2265	514
815	2266	511
816	2267	507
817	2268	504
818	2279	503
819	2300	504
820	2301	501
821	2302	498
822	2304	495
823	2305	492
824	2306	489
825	2308	486
826	2309	483
827	2310	479
828	2311	476
829	2312	473
830	2313	470
831	2315	467
832	2316	464
833	2317	461
834	2318	458
835	2320	455
836	2340	455
837	2342	452
838	2343	449
839	2344	446
840	2345	443
841	2347	440
842	2348	437
843	2349	434
844	2370	434
845	2371	431
846	2372	428
847	2374	425
848	2375	422
849	2376	419
850	2378	416
851	2379	413
852	2390	411
853	2391	408
854	2393	405
855	2394	402
856	2395	399
857	2397	396
858	2398	393
859	2400	390
860	2420	390
861	2431	389
862	2432	386
863	2434	383
864	2435	380
865	2436	377
866	2438	373
867	2439	370
868	2440	367
869	2441	364
870	2442	361
871	2443	358
872	2444	355
873	2446	352
874	2447	349
875	2448	346
876	2449	343
877	2450	340
878	2451	337
879	2462	335
880	2464	332
881	2465	329
882	2466	326
883	2468	323
884	2469	320
885	2470	317
886	2471	314
887	2472	311
888	2473	308
889	2475	305
890	2476	302
891	2477	299
892	2478	297
893	2480	294
894	2481	291
895	2482	288
896	2503	287
897	2504	284
898	2506	281
899	2507	278
900	2508	275
901	2510	272
902	2511	269
903	2512	266
904	2523	264
905	2524	261
906	2525	258
907	2526	256
908	2527	253
909	2529	250
910	2530	247
911	2531	244
912	2533	241
913	2553	240
914	2555	237
915	2556	234
916	2557	231
917	2559	228
918	2560	225
919	2561	222
920	2573	220
921	2574	217
922	2576	214
923	2577	211
924	2578	209
925	2579	206
926	2581	203
927	2582	200
928	2593	198
929	2594	195
930	2595	192
931	2597	189
932	2598	186
933	2599	183
934	2600	180
935	2602	177
936	2603	175
937	2614	172
938	2615	169
939	2616	166
940	2617	164
941	2619	161
942	2620	158
943	2621	155
944	2623	152
945	2634	150
946	2635	147
947	2636	144
948	2647	142
949	2648	139
950	2649	136
951	2650	133
952	2652	130
953	2653	127
954	2654	125
955	2655	122
956	2666	119
957	2677	117
958	2678	114
959	2679	111
960	2681	108
961	2682	105
962	2683	103
963	2685	100
964	2686	97
965	2687	94
966	2688	91
967	2690	88
968	2691	86
969	2692	83
970	2694	80
971	2695	77
972	2696	74
973	2707	72
974	2708	69
975	2718	66
976	2720	64
977	2721	61
978	2722	58
979	2724	55
980	2725	52
981	2726	49
982	2728	47
983	2738	44
984	2740	41
985	2741	38
986	2742	36
987	2743	33
988	2745	30
989	2746	27
990	2748	24
991	2758	22
992	2759	19
993	2760	16
994	2762	13
995	2763	11
996	2764	8
997	2766	5
998	2767	2
999	2768	0
