iter	RMSE
857	0.9581767439
858	0.9572242483
859	0.9569499967
860	0.9548646264
861	0.9534792262
862	0.9529743874
863	0.9525433717
864	0.9518480091
865	0.9512335006
866	0.9496691834
867	0.9487663794
868	0.9470716864
869	0.9468693017
870	0.9452433803
871	0.9449899231
872	0.9444688978
873	0.9433862689
874	0.9415649302
875	0.9399726449
876	0.9378268736
877	0.937044293
878	0.9369245452
879	0.9366172484
880	0.933714789
881	0.9335222449
882	0.9321545215
883	0.9314647581
884	0.9312797078
885	0.9298619624
886	0.9293205044
887	0.927429026
888	0.9273501901
889	0.9252190166
890	0.9249088969
891	0.9234093618
892	0.9229481633
893	0.9219939788
894	0.9206650289
895	0.9205115434
896	0.9202326486
897	0.9200513351
898	0.9199456758
899	0.9187899853
900	0.9182994839
901	0.9176333234
902	0.9159473233
903	0.9144623109
904	0.912304866
905	0.9099003317
906	0.9079366523
907	0.9071073154
908	0.9061461393
909	0.9043045458
910	0.9037998286
911	0.9021014796
912	0.9005527575
913	0.8991080311
914	0.8988919852
915	0.898825902
916	0.8975088002
917	0.8973958953
918	0.8966836442
919	0.896600788
920	0.8964811887
921	0.8949587308
922	0.8927876485
923	0.8924330558
924	0.891790528
925	0.8907690181
926	0.8889479245
927	0.8888296425
928	0.8885182635
929	0.8872121502
930	0.8867513612
931	0.8846422742
932	0.8845609138
933	0.8835330434
934	0.8826175066
935	0.8815876719
936	0.8814065605
937	0.8791660993
938	0.8780901516
939	0.8767309744
940	0.8755760283
941	0.8753228368
942	0.8751492481
943	0.8740915102
944	0.8726802175
945	0.872499251
946	0.8719782787
947	0.8719038553
948	0.8699672373
949	0.8695292642
950	0.8683175842
951	0.8677705333
952	0.8664647538
953	0.8661151877
954	0.8649896071
955	0.8641028849
956	0.8637661134
957	0.8626958791
958	0.8609501935
959	0.8595318941
960	0.8581738943
961	0.8576939673
962	0.8575881311
963	0.8566593156
964	0.8566098792
965	0.8556766301
966	0.854260347
967	0.8530475365
968	0.8528155962
969	0.8521461255
970	0.8506488185
971	0.8491948477
972	0.8482898199
973	0.8478192237
974	0.847283262
975	0.8459642639
976	0.8454692077
977	0.8441102846
978	0.8426160733
979	0.8409389129
980	0.8405674775
981	0.8384356883
982	0.8382679582
983	0.8378482602
984	0.8365480022
985	0.8361992384
986	0.835165833
987	0.8349089696
988	0.8337349007
989	0.8330107714
990	0.8314145641
991	0.8313017875
992	0.8301470946
993	0.8298677116
994	0.8288218701
995	0.8286093435
996	0.8276603591
997	0.8271611057
998	0.8265817271
999	0.8250242989
5
997	0.7750938081
998	0.7747077779
999	0.7735521756
